name,meteor_first_word,classification,mass,fall,year,latitude,longitude
Lewis Cliff 88063,Lewis,L6,22.8,Found,1988,-84.24536,161.45055
Lewis Cliff 88064,Lewis,H5,28.9,Found,1988,-84.24527,161.40606
Lewis Cliff 88065,Lewis,H5,9.1,Found,1988,-84.24473,161.41512
Lewis Cliff 88066,Lewis,L6,7.5,Found,1988,-84.24403,161.43203
Lewis Cliff 88067,Lewis,L6,11.5,Found,1988,-84.25265,161.41543
Lewis Cliff 88068,Lewis,L4,8.0,Found,1988,-84.24499,161.41825
Lewis Cliff 88069,Lewis,L6,3.5,Found,1988,-84.24498,161.40753
Lewis Cliff 88070,Lewis,H6,5.5,Found,1988,-84.24539,161.4515
Lewis Cliff 88071,Lewis,H6,8.3,Found,1988,-84.2527,161.41326
Lewis Cliff 88072,Lewis,H6,32.6,Found,1988,-84.2527,161.41948
Lewis Cliff 88073,Lewis,L6,3.2,Found,1988,-84.24489,161.41421
Lewis Cliff 88074,Lewis,H6,2.2,Found,1988,-84.25306,161.39009
Lewis Cliff 88075,Lewis,L6,6.9,Found,1988,-84.24541,161.44752
Lewis Cliff 88076,Lewis,H6,4.2,Found,1988,-84.2449,161.42359
Lewis Cliff 88077,Lewis,H6,20.6,Found,1988,-84.24496,161.40661
Lewis Cliff 88078,Lewis,L5,9.7,Found,1988,-84.24546,161.42012
Lewis Cliff 88079,Lewis,H5,7.0,Found,1988,-84.24411,161.42107
Lewis Cliff 88080,Lewis,H5,11.0,Found,1988,-84.25274,161.38893
Lewis Cliff 88081,Lewis,H5,11.5,Found,1988,-84.25214,161.39776
Lewis Cliff 88082,Lewis,L6,27.2,Found,1988,-84.25286,161.39416
Lewis Cliff 88083,Lewis,H6,7.9,Found,1988,-84.24513,161.405
Lewis Cliff 88084,Lewis,H6,36.2,Found,1988,-84.25285,161.40481
Lewis Cliff 88085,Lewis,H5,7.3,Found,1988,-84.24513,161.41736
Lewis Cliff 88086,Lewis,H6,4.4,Found,1988,-84.24473,161.42959
Lewis Cliff 88087,Lewis,L6,14.3,Found,1988,-84.25245,161.40247
Lewis Cliff 88088,Lewis,H5,25.5,Found,1988,-84.2449,161.41244
Lewis Cliff 88089,Lewis,L5,7.7,Found,1988,-84.25222,161.40951
Lewis Cliff 88090,Lewis,H6,7.8,Found,1988,-84.25234,161.41725
Lewis Cliff 88091,Lewis,H5,3.5,Found,1988,-84.25267,161.38954
Lewis Cliff 88092,Lewis,H5,11.9,Found,1988,-84.25216,161.38367
Lewis Cliff 88093,Lewis,H5,3.8,Found,1988,-84.25208,161.40562
Lewis Cliff 88094,Lewis,H6,12.3,Found,1988,-84.25264,161.3956
Lewis Cliff 88095,Lewis,H6,11.9,Found,1988,-84.25284,161.38465
Lewis Cliff 88096,Lewis,H5,5.2,Found,1988,-84.25263,161.40654
Lewis Cliff 88097,Lewis,H5,9.1,Found,1988,-84.25256,161.40572
Lewis Cliff 88098,Lewis,L6,12.3,Found,1988,-84.25234,161.39705
Lewis Cliff 88099,Lewis,H5,7.0,Found,1988,-84.25192,161.4008
Lewis Cliff 88100,Lewis,H6,21.6,Found,1988,-84.25112,161.40629
Lewis Cliff 88102,Lewis,H6,10.9,Found,1988,-84.25259,161.36945
Lewis Cliff 88103,Lewis,L6,3.8,Found,1988,-84.23522,161.47954
Lewis Cliff 88104,Lewis,H6,11.9,Found,1988,-84.24675,161.42207
Lewis Cliff 88105,Lewis,H5,9.5,Found,1988,-84.25283,161.37754
Lewis Cliff 88106,Lewis,H6,19.6,Found,1988,-84.25533,161.40158
Lewis Cliff 88107,Lewis,H5,9.0,Found,1988,-84.25536,161.40218
Lewis Cliff 88108,Lewis,L5,12.6,Found,1988,-84.27698,161.353
Lewis Cliff 88109,Lewis,L5,19.8,Found,1988,-84.25248,161.38069
Lewis Cliff 88110,Lewis,H6,33.7,Found,1988,-84.25164,161.37829
Lewis Cliff 88111,Lewis,H5,25.2,Found,1988,-84.27445,161.40848
Lewis Cliff 88112,Lewis,L4,9.9,Found,1988,-84.25243,161.37108
Lewis Cliff 88113,Lewis,L6,7.4,Found,1988,-84.27448,161.40246
Lewis Cliff 88114,Lewis,H5,9.3,Found,1988,-84.2533,161.40759
Lewis Cliff 88115,Lewis,H5,17.0,Found,1988,-84.25332,161.39463
Lewis Cliff 88116,Lewis,H5,73.1,Found,1988,-84.25151,161.3678
Lewis Cliff 88117,Lewis,H5,7.1,Found,1988,-84.25325,161.39431
Lewis Cliff 88118,Lewis,L6,11.1,Found,1988,-84.25183,161.37509
Lewis Cliff 88119,Lewis,H6,39.4,Found,1988,-84.25244,161.35721
Lewis Cliff 88120,Lewis,H5,32.1,Found,1988,-84.25167,161.36664
Lewis Cliff 88121,Lewis,H3.4,15.6,Found,1988,-84.25284,161.3734
Lewis Cliff 88122,Lewis,H5,8.3,Found,1988,-84.27578,161.41066
Lewis Cliff 88123,Lewis,L6,3.8,Found,1988,-84.25256,161.36577
Lewis Cliff 88124,Lewis,LL6,4.3,Found,1988,-84.25453,161.38273
Lewis Cliff 88125,Lewis,L6,23.4,Found,1988,-84.2528,161.37471
Lewis Cliff 88126,Lewis,H5,3.8,Found,1988,-84.27473,161.40813
Lewis Cliff 88127,Lewis,H5,8.8,Found,1988,-84.25303,161.4031
Lewis Cliff 88128,Lewis,H6,3.4,Found,1988,-84.26779,161.40828
Lewis Cliff 88129,Lewis,H6,17.9,Found,1988,-84.23427,161.60503
Lewis Cliff 88130,Lewis,H5,4.9,Found,1988,-84.25048,161.4421
Lewis Cliff 88131,Lewis,H6,4.5,Found,1988,-84.27719,161.38404
Lewis Cliff 88132,Lewis,H5,7.1,Found,1988,-84.28333,161.08333
Lewis Cliff 88133,Lewis,L5,3.5,Found,1988,-84.2419,161.4389
Lewis Cliff 88134,Lewis,L6,5.7,Found,1988,-84.24526,161.38972
Lewis Cliff 88135,Lewis,EL6,16.0,Found,1988,-84.26492,161.36281
Lewis Cliff 88136,Lewis,H6,34.6,Found,1988,-84.24651,161.39562
Lewis Cliff 88137,Lewis,H4,26.1,Found,1988,-84.24555,161.40203
Lewis Cliff 88138,Lewis,H5,6.2,Found,1988,-84.24551,161.41124
Lewis Cliff 88139,Lewis,L6,5.1,Found,1988,-84.27451,161.40707
Lewis Cliff 88140,Lewis,H5,10.4,Found,1988,-84.24587,161.39983
Lewis Cliff 88141,Lewis,H6,4.9,Found,1988,-84.24548,161.41758
Lewis Cliff 88142,Lewis,H6,6.6,Found,1988,-84.2455,161.40545
Lewis Cliff 88143,Lewis,H5,53.4,Found,1988,-84.24554,161.41582
Lewis Cliff 88144,Lewis,H6,18.8,Found,1988,-84.24661,161.38584
Lewis Cliff 88145,Lewis,H5,3.4,Found,1988,-84.24567,161.42829
Lewis Cliff 88146,Lewis,L3.6,5.0,Found,1988,-84.24539,161.41212
Lewis Cliff 88147,Lewis,H5,19.7,Found,1988,-84.24646,161.39773
Lewis Cliff 88148,Lewis,H5,4.4,Found,1988,-84.24545,161.41087
Lewis Cliff 88149,Lewis,H5,1.5,Found,1988,-84.27543,161.40962
Lewis Cliff 88150,Lewis,H5,3.7,Found,1988,-84.27481,161.40899
Lewis Cliff 88151,Lewis,H5,5.9,Found,1988,-84.24608,161.40195
Lewis Cliff 88152,Lewis,H6,2.9,Found,1988,-84.27542,161.41166
Lewis Cliff 88153,Lewis,H5,1.0,Found,1988,-84.27496,161.40915
Lewis Cliff 88154,Lewis,H6,1.5,Found,1988,-84.27575,161.41114
Lewis Cliff 88155,Lewis,H5,19.7,Found,1988,-84.24273,161.42397
Lewis Cliff 88156,Lewis,H4,32.0,Found,1988,-84.24907,161.38393
Lewis Cliff 88157,Lewis,H5,22.1,Found,1988,-84.25184,161.39013
Lewis Cliff 88158,Lewis,H5,35.1,Found,1988,-84.24786,161.3768
Lewis Cliff 88159,Lewis,H5,32.8,Found,1988,-84.26271,161.34984
Lewis Cliff 88160,Lewis,H5,21.1,Found,1988,-84.25087,161.41703
Lewis Cliff 88161,Lewis,H4,22.0,Found,1988,-84.25069,161.40078
Lewis Cliff 88162,Lewis,H5,29.1,Found,1988,-84.2375,161.43452
Lewis Cliff 88163,Lewis,H4,79.1,Found,1988,-84.24735,161.37944
Lewis Cliff 88164,Lewis,L6,74.2,Found,1988,-84.23792,161.46094
Lewis Cliff 88165,Lewis,L6,52.3,Found,1988,-84.2377,161.4591
Lewis Cliff 88166,Lewis,H6,26.4,Found,1988,-84.24828,161.37957
Lewis Cliff 88167,Lewis,H5,59.1,Found,1988,-84.2509,161.37779
Lewis Cliff 88168,Lewis,H4,23.0,Found,1988,-84.24793,161.37895
Lewis Cliff 88169,Lewis,L6,100.8,Found,1988,-84.24933,161.49368
Lewis Cliff 88170,Lewis,L5,14.9,Found,1988,-84.2495,161.49332
Lewis Cliff 88171,Lewis,H5,21.4,Found,1988,-84.23933,161.44384
Lewis Cliff 88172,Lewis,H5,20.0,Found,1988,-84.23704,161.43765
Lewis Cliff 88173,Lewis,H5,51.3,Found,1988,-84.2421,161.42462
Lewis Cliff 88174,Lewis,H4,103.8,Found,1988,-84.24857,161.36736
Lewis Cliff 88175,Lewis,L3.4,111.3,Found,1988,-84.23816,161.43873
Lewis Cliff 88176,Lewis,LL3.6,7.5,Found,1988,-84.25077,161.4139
Lewis Cliff 88177,Lewis,L6,83.8,Found,1988,-84.24236,161.44864
Lewis Cliff 88178,Lewis,L6,55.4,Found,1988,-84.2836,161.33288
Lewis Cliff 88179,Lewis,H6,18.6,Found,1988,-84.24656,161.40563
Lewis Cliff 88180,Lewis,EH5,46.5,Found,1988,-84.23855,161.45615
Lewis Cliff 88181,Lewis,H5,34.7,Found,1988,-84.25125,161.38381
Lewis Cliff 88182,Lewis,L6,53.0,Found,1988,-84.28388,161.37213
Lewis Cliff 88183,Lewis,H6,17.5,Found,1988,-84.27162,161.36108
Lewis Cliff 88184,Lewis,L5,47.6,Found,1988,-84.2871,161.33389
Lewis Cliff 88185,Lewis,L5,45.5,Found,1988,-84.28179,161.39203
Lewis Cliff 88186,Lewis,H6,47.1,Found,1988,-84.28335,161.32949
Lewis Cliff 88187,Lewis,L6,35.4,Found,1988,-84.27532,161.35901
Lewis Cliff 88188,Lewis,L6,45.1,Found,1988,-84.27196,161.366
Lewis Cliff 88189,Lewis,L6,43.8,Found,1988,-84.28289,161.38572
Lewis Cliff 88190,Lewis,L6,131.3,Found,1988,-84.28246,161.37748
Lewis Cliff 88191,Lewis,H6,32.0,Found,1988,-84.27604,161.37182
Lewis Cliff 88192,Lewis,L5,39.2,Found,1988,-84.28252,161.38731
Lewis Cliff 88193,Lewis,H5,37.5,Found,1988,-84.27179,161.36451
Lewis Cliff 88194,Lewis,L5,20.5,Found,1988,-84.27985,161.34894
Lewis Cliff 88195,Lewis,L6,45.1,Found,1988,-84.2769,161.35427
Lewis Cliff 88196,Lewis,L6,36.2,Found,1988,-84.27165,161.36511
Lewis Cliff 88197,Lewis,H6,48.0,Found,1988,-84.27792,161.34233
Lewis Cliff 88198,Lewis,H6,71.7,Found,1988,-84.28055,161.33778
Lewis Cliff 88199,Lewis,H5,69.0,Found,1988,-84.28817,161.36782
Lewis Cliff 88200,Lewis,H5,56.0,Found,1988,-84.23379,161.58093
Lewis Cliff 88201,Lewis,Ureilite,46.4,Found,1988,-84.28149,161.33277
Lewis Cliff 88202,Lewis,H5,36.4,Found,1988,-84.27643,161.39314
Lewis Cliff 88203,Lewis,H5,30.9,Found,1988,-84.24827,161.39649
Lewis Cliff 88204,Lewis,L5,21.3,Found,1988,-84.24796,161.41655
Lewis Cliff 88205,Lewis,H5,44.0,Found,1988,-84.25073,161.37956
Lewis Cliff 88206,Lewis,H5,34.4,Found,1988,-84.28813,161.37442
Lewis Cliff 88207,Lewis,H5,21.3,Found,1988,-84.24786,161.39021
Lewis Cliff 88208,Lewis,L5,30.5,Found,1988,-84.2511,161.43649
Lewis Cliff 88209,Lewis,H5,17.8,Found,1988,-84.25119,161.38519
Lewis Cliff 88210,Lewis,L6,60.9,Found,1988,-84.28749,161.37695
Lewis Cliff 88211,Lewis,L6,33.4,Found,1988,-84.24663,161.43812
Lewis Cliff 88212,Lewis,H5,47.5,Found,1988,-84.24297,161.52348
Lewis Cliff 88213,Lewis,H5,34.3,Found,1988,-84.24708,161.3911
Lewis Cliff 88214,Lewis,H5,76.5,Found,1988,-84.25054,161.38681
Lewis Cliff 88215,Lewis,H6,29.8,Found,1988,-84.24982,161.3773
Lewis Cliff 88216,Lewis,L6,13.1,Found,1988,-84.24982,161.42381
Lewis Cliff 88217,Lewis,L6,13.5,Found,1988,-84.24263,161.46527
Lewis Cliff 88218,Lewis,H6,37.0,Found,1988,-84.25101,161.40598
Lewis Cliff 88219,Lewis,H5,38.7,Found,1988,-84.2512,161.37598
Lewis Cliff 88220,Lewis,L6,5.2,Found,1988,-84.28629,161.3477
Lewis Cliff 88221,Lewis,L5,20.4,Found,1988,-84.2848,161.33438
Lewis Cliff 88222,Lewis,L5,5.4,Found,1988,-84.23511,161.46197
Lewis Cliff 88223,Lewis,H6,6.7,Found,1988,-84.2825,161.35595
Lewis Cliff 88224,Lewis,H6,4.3,Found,1988,-84.23406,161.43604
Lewis Cliff 88225,Lewis,L6,21.0,Found,1988,-84.23236,161.42737
Lewis Cliff 88226,Lewis,L6,9.8,Found,1988,-84.2322,161.44726
Lewis Cliff 88227,Lewis,L6,7.9,Found,1988,-84.23496,161.46342
Lewis Cliff 88228,Lewis,L4,3.9,Found,1988,-84.2393,161.47124
Lewis Cliff 88229,Lewis,H6,3.4,Found,1988,-84.235,161.46128
Lewis Cliff 88230,Lewis,H4,8.8,Found,1988,-84.23553,161.44093
Lewis Cliff 88231,Lewis,H6,2.5,Found,1988,-84.23589,161.49176
Lewis Cliff 88232,Lewis,LL6,6.0,Found,1988,-84.23762,161.42981
Lewis Cliff 88233,Lewis,H6,12.8,Found,1988,-84.23615,161.49567
Lewis Cliff 88234,Lewis,L6,7.3,Found,1988,-84.2348,161.45085
Lewis Cliff 88236,Lewis,H5,9.1,Found,1988,-84.23797,161.42603
Lewis Cliff 88237,Lewis,H6,5.2,Found,1988,-84.23456,161.4599
Lewis Cliff 88238,Lewis,H5,4.3,Found,1988,-84.24263,161.4795
Lewis Cliff 88239,Lewis,H6,5.3,Found,1988,-84.23746,161.49297
Lewis Cliff 88240,Lewis,H6,9.8,Found,1988,-84.2332,161.44568
Lewis Cliff 88242,Lewis,H6,5.1,Found,1988,-84.23683,161.46512
Lewis Cliff 88243,Lewis,H5,12.7,Found,1988,-84.28206,161.34472
Lewis Cliff 88244,Lewis,L5,3.9,Found,1988,-84.2344,161.46298
Lewis Cliff 88245,Lewis,L6,6.3,Found,1988,-84.2335,161.44783
Lewis Cliff 88246,Lewis,L4,11.1,Found,1988,-84.23484,161.46594
Lewis Cliff 88247,Lewis,H5,10.5,Found,1988,-84.23564,161.42242
Lewis Cliff 88248,Lewis,L6,13.5,Found,1988,-84.23477,161.43281
Lewis Cliff 88249,Lewis,H5,4.2,Found,1988,-84.24101,161.45556
Lewis Cliff 88250,Lewis,H6,5.5,Found,1988,-84.23863,161.42761
Lewis Cliff 88251,Lewis,H4,3.8,Found,1988,-84.24231,161.45914
Lewis Cliff 88252,Lewis,H6,1.8,Found,1988,-84.23735,161.47098
Lewis Cliff 88253,Lewis,H6,20.4,Found,1988,-84.28408,161.34963
Lewis Cliff 88254,Lewis,L3.4,13.5,Found,1988,-84.23535,161.46533
Lewis Cliff 88255,Lewis,L6,3.8,Found,1988,-84.24221,161.45957
Lewis Cliff 88256,Lewis,H6,4.6,Found,1988,-84.23735,161.50437
Lewis Cliff 88257,Lewis,L5,9.4,Found,1988,-84.2394,161.50343
Lewis Cliff 88258,Lewis,H5,21.9,Found,1988,-84.28332,161.33978
Lewis Cliff 88259,Lewis,L6,22.1,Found,1988,-84.2838,161.34972
Lewis Cliff 88260,Lewis,H6,6.4,Found,1988,-84.24183,161.45447
Lewis Cliff 88261,Lewis,L3.4,17.6,Found,1988,-84.28456,161.33846
Lewis Cliff 88262,Lewis,H5,13.6,Found,1988,-84.27604,161.34038
Lewis Cliff 88263,Lewis,L3.4,8.8,Found,1988,-84.2838,161.34398
Lewis Cliff 88264,Lewis,H5,16.5,Found,1988,-84.23897,161.42395
Lewis Cliff 88265,Lewis,H5,3.8,Found,1988,-84.23203,161.44299
Lewis Cliff 88266,Lewis,H5,16.8,Found,1988,-84.23809,161.42085
Lewis Cliff 88267,Lewis,H6,12.4,Found,1988,-84.23486,161.45207
Lewis Cliff 88268,Lewis,L6,2.7,Found,1988,-84.23801,161.50106
Lewis Cliff 88269,Lewis,L5,7.6,Found,1988,-84.24248,161.48698
Lewis Cliff 88270,Lewis,H6,9.3,Found,1988,-84.27904,161.42701
Lewis Cliff 88271,Lewis,L6,11.9,Found,1988,-84.28606,161.33797
Lewis Cliff 88272,Lewis,L6,3.1,Found,1988,-84.23772,161.48392
Lewis Cliff 88273,Lewis,L6,4.1,Found,1988,-84.23666,161.44729
Lewis Cliff 88274,Lewis,H5,6.0,Found,1988,-84.23873,161.48049
Lewis Cliff 88275,Lewis,L6,11.7,Found,1988,-84.23543,161.46274
Lewis Cliff 88276,Lewis,H5,8.9,Found,1988,-84.23183,161.45801
Lewis Cliff 88277,Lewis,LL5,5.2,Found,1988,-84.23654,161.44034
Lewis Cliff 88278,Lewis,L6,3.1,Found,1988,-84.28415,161.34579
Lewis Cliff 88279,Lewis,L6,11.6,Found,1988,-84.23249,161.43758
Lewis Cliff 88280,Lewis,Lodranite,6.0,Found,1988,-84.28238,161.359
Lewis Cliff 88281,Lewis,Ureilite,9.7,Found,1988,-84.23664,161.47099
Lewis Cliff 88282,Lewis,L6,3.3,Found,1988,-84.23753,161.46805
Lewis Cliff 88283,Lewis,H4,8.1,Found,1988,-84.23641,161.45106
Lewis Cliff 88284,Lewis,L6,2.4,Found,1988,-84.24203,161.45386
Lewis Cliff 88285,Lewis,L6,3.9,Found,1988,-84.23674,161.47003
Lewis Cliff 88286,Lewis,L3.5,3.9,Found,1988,-84.24289,161.48879
Lewis Cliff 88287,Lewis,H5,10.0,Found,1988,-84.23156,161.43132
Lewis Cliff 88288,Lewis,L6,3.0,Found,1988,-84.24055,161.46391
Lewis Cliff 88289,Lewis,H5,16.0,Found,1988,-84.23687,161.48269
Lewis Cliff 88290,Lewis,H6,19.8,Found,1988,-84.2363,161.42151
Lewis Cliff 88291,Lewis,H5,24.2,Found,1988,-84.23827,161.42347
Lewis Cliff 88292,Lewis,H6,4.5,Found,1988,-84.23506,161.46034
Lewis Cliff 88293,Lewis,H6,19.9,Found,1988,-84.23586,161.41952
Lewis Cliff 88294,Lewis,H5,11.6,Found,1988,-84.24091,161.45851
Lewis Cliff 88295,Lewis,H6,1.3,Found,1988,-84.24262,161.48344
Lewis Cliff 88296,Lewis,H6,3.8,Found,1988,-84.28652,161.34567
Lewis Cliff 88297,Lewis,H6,20.0,Found,1988,-84.23947,161.47461
Lewis Cliff 88298,Lewis,L6,1.4,Found,1988,-84.27834,161.42372
Lewis Cliff 88299,Lewis,H5,27.0,Found,1988,-84.23804,161.41633
Lewis Cliff 88300,Lewis,H5,86.1,Found,1988,-84.26908,161.36101
Lewis Cliff 88301,Lewis,H6,29.8,Found,1988,-84.26973,161.40801
Lewis Cliff 88302,Lewis,H5,57.5,Found,1988,-84.27537,161.33935
Lewis Cliff 88303,Lewis,H4,28.2,Found,1988,-84.27016,161.40541
Lewis Cliff 88304,Lewis,L6,30.2,Found,1988,-84.27023,161.36818
Lewis Cliff 88305,Lewis,H6,18.7,Found,1988,-84.2881,161.34246
Lewis Cliff 88306,Lewis,L6,52.0,Found,1988,-84.28848,161.376
Lewis Cliff 88307,Lewis,H6,43.6,Found,1988,-84.28888,161.33265
Lewis Cliff 88308,Lewis,L5,20.0,Found,1988,-84.26947,161.40292
Lewis Cliff 88309,Lewis,H5,30.9,Found,1988,-84.27022,161.34874
Lewis Cliff 88310,Lewis,L6,32.9,Found,1988,-84.25146,161.37793
Lewis Cliff 88311,Lewis,L5,23.8,Found,1988,-84.26438,161.39286
Lewis Cliff 88312,Lewis,H6,32.1,Found,1988,-84.27519,161.40313
Lewis Cliff 88313,Lewis,H4,32.0,Found,1988,-84.2771,161.4052
Lewis Cliff 88314,Lewis,H5,20.0,Found,1988,-84.27256,161.40443
Lewis Cliff 88315,Lewis,H3.5,25.1,Found,1988,-84.29519,161.3213
Lewis Cliff 88316,Lewis,L5,38.2,Found,1988,-84.27618,161.40151
Lewis Cliff 88317,Lewis,L6,34.1,Found,1988,-84.28193,161.33924
Lewis Cliff 88318,Lewis,H6,23.2,Found,1988,-84.26618,161.41493
Lewis Cliff 88319,Lewis,H5,30.3,Found,1988,-84.2895,161.32891
Lewis Cliff 88320,Lewis,H5,105.2,Found,1988,-84.26684,161.3574
Lewis Cliff 88321,Lewis,H6,70.3,Found,1988,-84.23722,161.4601
Lewis Cliff 88322,Lewis,H5,32.8,Found,1988,-84.23946,161.41144
Lewis Cliff 88323,Lewis,H5,53.0,Found,1988,-84.28266,161.34164
Lewis Cliff 88324,Lewis,L6,48.2,Found,1988,-84.23609,161.47294
Lewis Cliff 88325,Lewis,H5,41.6,Found,1988,-84.24124,161.49011
Lewis Cliff 88326,Lewis,L6,47.0,Found,1988,-84.23478,161.44981
Lewis Cliff 88327,Lewis,H6,48.5,Found,1988,-84.24103,161.49164
Lewis Cliff 88328,Lewis,L3.7,43.1,Found,1988,-84.28267,161.36279
Lewis Cliff 88329,Lewis,H5,34.1,Found,1988,-84.23886,161.50595
Lewis Cliff 88330,Lewis,L6,30.0,Found,1988,-84.23618,161.45516
Lewis Cliff 88331,Lewis,L6,29.5,Found,1988,-84.27284,161.40335
Lewis Cliff 88332,Lewis,H5,23.9,Found,1988,-84.27299,161.4049
Lewis Cliff 88333,Lewis,H5,40.5,Found,1988,-84.28529,161.32588
Lewis Cliff 88334,Lewis,H5,40.4,Found,1988,-84.23663,161.44815
Lewis Cliff 88335,Lewis,H5,19.0,Found,1988,-84.29089,161.33099
Lewis Cliff 88336,Lewis,LL3.5,29.8,Found,1988,-84.23856,161.42519
Lewis Cliff 88337,Lewis,H5,25.6,Found,1988,-84.27217,161.40222
Lewis Cliff 88338,Lewis,L6,9.1,Found,1988,-84.28333,161.08333
Lewis Cliff 88339,Lewis,H5,26.7,Found,1988,-84.25146,161.38461
Lewis Cliff 88340,Lewis,H6,24.5,Found,1988,-84.23524,161.44633
Lewis Cliff 88341,Lewis,H5,22.7,Found,1988,-84.26981,161.40412
Lewis Cliff 88342,Lewis,H5,19.7,Found,1988,-84.27378,161.40689
Lewis Cliff 88343,Lewis,H4,28.1,Found,1988,-84.26994,161.40738
Lewis Cliff 88344,Lewis,L6,26.6,Found,1988,-84.26814,161.34362
Lewis Cliff 88345,Lewis,H5,19.1,Found,1988,-84.28941,161.33649
Lewis Cliff 88346,Lewis,L6,18.2,Found,1988,-84.26909,161.3713
Lewis Cliff 88348,Lewis,H5,17.7,Found,1988,-84.27105,161.4078
Lewis Cliff 88349,Lewis,H6,16.3,Found,1988,-84.27479,161.40248
Lewis Cliff 88350,Lewis,L6,13.1,Found,1988,-84.25199,161.41068
Lewis Cliff 88351,Lewis,L6,21.3,Found,1988,-84.26916,161.38569
Lewis Cliff 88352,Lewis,H5,11.0,Found,1988,-84.25549,161.38819
Lewis Cliff 88353,Lewis,H5,13.2,Found,1988,-84.25381,161.39349
Lewis Cliff 88354,Lewis,H6,8.7,Found,1988,-84.251,161.40528
Lewis Cliff 88355,Lewis,H5,18.3,Found,1988,-84.27045,161.40509
Lewis Cliff 88356,Lewis,L6,9.2,Found,1988,-84.25133,161.38723
Lewis Cliff 88357,Lewis,L6,13.5,Found,1988,-84.27422,161.39633
Lewis Cliff 88358,Lewis,H5,14.5,Found,1988,-84.24585,161.40079
Lewis Cliff 88359,Lewis,H6,17.9,Found,1988,-84.25283,161.4517
Lewis Cliff 88360,Lewis,H6,18.3,Found,1988,-84.25147,161.38936
Lewis Cliff 88361,Lewis,H6,14.6,Found,1988,-84.25434,161.39192
Lewis Cliff 88362,Lewis,H6,16.7,Found,1988,-84.25082,161.40652
Lewis Cliff 88363,Lewis,H4,11.2,Found,1988,-84.25176,161.38344
Lewis Cliff 88365,Lewis,H5,4.4,Found,1988,-84.25582,161.40523
Lewis Cliff 88366,Lewis,LL3.4,3.6,Found,1988,-84.25306,161.42748
Lewis Cliff 88367,Lewis,H3.8,14.0,Found,1988,-84.25138,161.38948
Lewis Cliff 88368,Lewis,H6,22.3,Found,1988,-84.25157,161.37715
Lewis Cliff 88369,Lewis,H5,33.2,Found,1988,-84.25316,161.45499
Lewis Cliff 88370,Lewis,L5,4.0,Found,1988,-84.23976,161.45238
Lewis Cliff 88371,Lewis,H6,6.6,Found,1988,-84.2393,161.45625
Lewis Cliff 88372,Lewis,LL6,8.7,Found,1988,-84.24146,161.4745
Lewis Cliff 88373,Lewis,H5,4.2,Found,1988,-84.24226,161.43806
Lewis Cliff 88374,Lewis,L4,13.2,Found,1988,-84.23847,161.43369
Lewis Cliff 88375,Lewis,H6,12.9,Found,1988,-84.24076,161.43594
Lewis Cliff 88376,Lewis,LL6,7.9,Found,1988,-84.23754,161.46154
Lewis Cliff 88377,Lewis,H5,3.9,Found,1988,-84.24203,161.44334
Lewis Cliff 88378,Lewis,L5,9.6,Found,1988,-84.23775,161.45147
Lewis Cliff 88379,Lewis,H5,11.4,Found,1988,-84.2384,161.43169
Lewis Cliff 88381,Lewis,H5,1.7,Found,1988,-84.24343,161.43664
Lewis Cliff 88382,Lewis,H6,4.1,Found,1988,-84.23838,161.456
Lewis Cliff 88383,Lewis,H4,10.7,Found,1988,-84.23886,161.44105
Lewis Cliff 88384,Lewis,H4,10.7,Found,1988,-84.23963,161.4443
Lewis Cliff 88385,Lewis,H6,3.1,Found,1988,-84.24278,161.42591
Lewis Cliff 88386,Lewis,H6,7.3,Found,1988,-84.24353,161.44253
Lewis Cliff 88387,Lewis,H5,15.8,Found,1988,-84.24025,161.43394
Lewis Cliff 88388,Lewis,L6,3.8,Found,1988,-84.24348,161.44685
Lewis Cliff 88390,Lewis,H4,8.2,Found,1988,-84.23757,161.44826
Lewis Cliff 88391,Lewis,H5,15.7,Found,1988,-84.23971,161.43717
Lewis Cliff 88392,Lewis,H5,8.1,Found,1988,-84.23689,161.43716
Lewis Cliff 88393,Lewis,H3.7,12.2,Found,1988,-84.24173,161.43651
Lewis Cliff 88394,Lewis,H5,3.0,Found,1988,-84.23723,161.43878
Lewis Cliff 88395,Lewis,H5,16.8,Found,1988,-84.23686,161.43795
Lewis Cliff 88396,Lewis,L6,6.1,Found,1988,-84.23824,161.46329
Lewis Cliff 88397,Lewis,L6,4.0,Found,1988,-84.24242,161.46873
Lewis Cliff 88398,Lewis,H5,7.5,Found,1988,-84.24071,161.44273
Lewis Cliff 88399,Lewis,H6,7.0,Found,1988,-84.23827,161.44772
Lewis Cliff 88401,Lewis,H5,3.9,Found,1988,-84.23986,161.43715
Lewis Cliff 88402,Lewis,L5,3.6,Found,1988,-84.24302,161.43479
Lewis Cliff 88403,Lewis,H6,3.6,Found,1988,-84.23906,161.43889
Lewis Cliff 88404,Lewis,H5,1.3,Found,1988,-84.23548,161.61552
Lewis Cliff 88405,Lewis,H5,3.8,Found,1988,-84.23903,161.46376
Lewis Cliff 88406,Lewis,H5,4.4,Found,1988,-84.23785,161.44366
Lewis Cliff 88407,Lewis,H5,5.6,Found,1988,-84.24232,161.43172
Lewis Cliff 88408,Lewis,H5,3.2,Found,1988,-84.24124,161.44208
Lewis Cliff 88409,Lewis,H5,24.2,Found,1988,-84.23782,161.46436
